"ResponseId	MainBranch	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	BuyNewTool	Country	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysProfessional use	OpSysPersonal use	VersionControlSystem	VCInteraction	VCHostingPersonal use	VCHostingProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	Blockchain	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	Onboarding	ProfessionalTech	TrueFalse_1	TrueFalse_2	TrueFalse_3	SurveyLength	SurveyEase	ConvertedCompYearly
9024	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects;Bootstrapping a business	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Written-based Online Courses;Coding sessions (live or recorded)	NA	8	6	Developer, back-end	100 to 499 employees	I have some influence	Other (please specify):;Ask developers I know/work with	Brazil	""USD	United States dollar""	125000	Yearly	Bash/Shell;Crystal;Elixir;Erlang;HTML/CSS;JavaScript;Lua;Python;Ruby;SQL	Bash/Shell;Elixir;Erlang;SQL	PostgreSQL;Redis;SQLite	PostgreSQL;Redis;SQLite	AWS;Google Cloud	AWS;Google Cloud	Phoenix;Ruby on Rails	Phoenix	Flutter	NA	Docker;Homebrew;Kubernetes;Yarn	Docker;Homebrew;Yarn	Emacs;Neovim;Sublime Text;Vim;Visual Studio Code	Neovim;Vim	Linux-based;macOS	macOS	Git	Command-line			NA	NA	Microsoft Teams;Slack;Zoom	Slack	Indifferent	Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Yes, definitely	18-24 years old	Man	No	Straight / Heterosexual	Hispanic or Latino/a	None of the above	None of the above	Yes	Independent contributor	6	Agree	Strongly agree	Agree	Disagree	Agree	Strongly agree	Disagree	1-2 times a week	Never	1-2 times a week	30-60 minutes a day	15-30 minutes a day	Just right	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Appropriate in length	Easy	125000
9059	I am not primarily a developer, but I write code sometimes as part of my work	Student, full-time;Employed, part-time	Fully remote	Contribute to open-source projects;Freelance/contract work	Other doctoral degree (Ph.D., Ed.D., etc.)	Other online resources (e.g., videos, blogs, forum)	Technical documentation;Written Tutorials;Stack Overflow;Online forum;Certification videos	NA	5	NA	Data scientist or machine learning specialist;Student;Academic researcher;Data or business analyst;Scientist	NA	NA	Visit developer communities like Stack Overflow	Brazil	NA	NA	NA	Python;R;SQL	Python;R;SQL	MySQL;PostgreSQL;SQLite	MySQL;PostgreSQL;SQLite	NA	NA	NA	NA	NA	NA	NA	NA	RStudio;Visual Studio Code	RStudio;Visual Studio Code	Linux-based;Windows	Linux-based	Git	Command-line			NA	NA	Google Chat	NA	Favorable	Stack Overflow;Stack Exchange	A few times per week	Yes	A few times per month or weekly	No, not really	25-34 years old	Man	No	Straight / Heterosexual	Hispanic or Latino/a	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Appropriate in length	Easy	NA
9078	I am a developer by profession	Student, part-time;Not employed, but looking for work	NA	NA	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial	NA	3	NA	Developer, front-end;Blockchain	NA	NA	Visit developer communities like Stack Overflow;Ask developers I know/work with	Brazil	NA	NA	NA	Groovy;PHP	Elixir;JavaScript;TypeScript	MariaDB;MySQL;PostgreSQL	NA	Firebase;Heroku	NA	Flask;jQuery	Next.js;React.js;Vue.js	NA	NA	NA	NA	Visual Studio Code	Visual Studio Code	Linux-based	Windows	Git	Command-line			Notion	NA	Slack	NA	Very favorable	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Neutral	18-24 years old	Man	No	Straight / Heterosexual	South American	None of the above	Prefer not to say	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Appropriate in length	Neither easy nor difficult	NA
9141	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum)	Technical documentation;Blogs	NA	25	23	Developer, back-end	20 to 99 employees	I have some influence	Start a free trial;Ask developers I know/work with	Brazil	""BRL	Brazilian real""	40000	Monthly	Kotlin;Python;SQL	Go;Kotlin;Python;SQL	MySQL;PostgreSQL;SQLite	PostgreSQL;SQLite	AWS	AWS;DigitalOcean	FastAPI;Flask	FastAPI	Pandas	Pandas	Docker	Docker;Kubernetes;Unity 3D;Unreal Engine	IntelliJ;PyCharm	IntelliJ;PyCharm	macOS	Linux-based;macOS;Windows	Git	Code editor;Command-line			ClickUp;Jira Work Management;Notion	ClickUp	Slack;Zoom	NA	Indifferent	Stack Overflow;Stack Exchange	A few times per week	Yes	A few times per month or weekly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	South American	None of the above	None of the above	Yes	Independent contributor	23	Disagree	Agree	Disagree	Disagree	Agree	Strongly agree	Strongly agree	1-2 times a week	1-2 times a week	1-2 times a week	Over 120 minutes a day	30-60 minutes a day	Very long	None of these	Yes	Yes	Yes	Appropriate in length	Easy	99708
9169	I am a developer by profession	Employed, full-time	Fully remote	Bootstrapping a business	Bachelorï¿½s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague	Video-based Online Courses;How-to videos	Udemy	23	22	Developer, back-end	100 to 499 employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Brazil	""BRL	Brazilian real""	12500	Monthly	Java;Python	Java;Python	DynamoDB;Elasticsearch;Oracle;PostgreSQL	DynamoDB;Oracle;PostgreSQL	AWS;Heroku	AWS;Microsoft Azure;Oracle Cloud Infrastructure	NA	NA	NA	NA	NA	NA	IntelliJ;Notepad++;Visual Studio Code	IntelliJ;Notepad++;Visual Studio Code	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Windows	Git	Code editor;Command-line			Jira Work Management	NA	Microsoft Teams	NA	Indifferent	Stack Overflow	A few times per month or weekly	Yes	Less than once per month or monthly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	South American;Multiracial	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes	People manager	26	Agree	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Agree	1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	30-60 minutes a day	Just right	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	No	No	Too long	Easy	31164
9185	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Freelance/contract work	Bachelorï¿½s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc);On the job training;Online Courses or Certification	NA	Coursera	10	4	Developer, mobile	1,000 to 4,999 employees	I have little or no influence	Ask developers I know/work with	Brazil	""BRL	Brazilian real""	15000	Monthly	Dart;Python;Swift	Dart;Python;Swift	SQLite	SQLite	Firebase	AWS;Firebase	NA	NA	Flutter	Flutter	NA	NA	Android Studio;Vim;Xcode	Android Studio;Vim;Xcode	macOS	Windows;Windows Subsystem for Linux (WSL)	Git	Command-line			Confluence;Jira Work Management	Confluence;Jira Work Management	Microsoft Teams	Slack	Favorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, definitely	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	4	Neither agree nor disagree	Strongly agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	60-120 minutes a day	Somewhat short	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery	Yes	No	No	Appropriate in length	Neither easy nor difficult	37392
9212	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelorï¿½s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;On the job training;Online Courses or Certification	NA	Udemy	5	4	Developer, full-stack;Project manager	2 to 9 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Brazil	""BRL	Brazilian real""	8000	Monthly	HTML/CSS;Java;SQL;TypeScript	HTML/CSS;Java;SQL;TypeScript	PostgreSQL	Elasticsearch;MongoDB;PostgreSQL	AWS	AWS	Angular	Angular	NA	NA	Docker;npm	Docker;npm	IntelliJ;Visual Studio Code	IntelliJ;Visual Studio Code	Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Git	Command-line			Jira Work Management	Jira Work Management	Microsoft Teams	Microsoft Teams	Unfavorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, definitely	25-34 years old	Man	No	Gay or Lesbian	White	None of the above	None of the above	Yes	People manager	5	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Neither agree nor disagree	1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	30-60 minutes a day	Somewhat long	Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	No	Yes	Appropriate in length	Easy	19944
9215	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;School or academic work	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague	Technical documentation;Blogs;Written Tutorials;How-to videos	NA	18	16	Developer, front-end;Developer, full-stack	20 to 99 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Brazil	""BRL	Brazilian real""	NA	Yearly	HTML/CSS;JavaScript;Ruby;TypeScript	HTML/CSS;JavaScript;Ruby;TypeScript	MySQL;PostgreSQL;Redis	MySQL;PostgreSQL;Redis	AWS	AWS	Express;Fastify;Next.js;Node.js;React.js;Ruby on Rails	Fastify;Next.js;Node.js;React.js	NA	NA	Docker;npm;Terraform	NA	Visual Studio Code	Visual Studio Code	Linux-based	Windows	Git	Code editor;Command-line			Jira Work Management	Jira Work Management	Slack	Slack	Very favorable	Stack Overflow	Daily or almost daily	Yes	A few times per month or weekly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White;South American	NA	NA	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Appropriate in length	Easy	NA
9246	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects	Bachelorï¿½s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);Online Courses or Certification	Technical documentation;Written Tutorials;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Interactive tutorial;Coding sessions (live or recorded)	edX;Other	2	Less than 1 year	Developer, full-stack;Developer, back-end	1,000 to 4,999 employees	I have little or no influence	Start a free trial;Ask developers I know/work with	Brazil	""BRL	Brazilian real""	2750	Monthly	JavaScript;SQL;TypeScript	Go;Python;TypeScript	MySQL;Redis;SQLite	MongoDB;PostgreSQL	NA	NA	Express;Flask;Next.js;Node.js;React.js	Deno;Django;Flask;Node.js;Vue.js	NA	NA	npm	npm;Yarn	Visual Studio Code	Vim;Visual Studio Code;Xcode	Windows	Linux-based	Git	Command-line;Dedicated version control GUI application			Jira Work Management	NA	Microsoft Teams	NA	Indifferent	Stack Overflow;Stack Exchange	A few times per week	No	NA	No, not really	25-34 years old	Man	No	Straight / Heterosexual	Hispanic or Latino/a;South American	None of the above	None of the above	Yes	Independent contributor	1	Disagree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	1-2 times a week	Never	1-2 times a week	Less than 15 minutes a day	Less than 15 minutes a day	Very short	Innersource initiative	No	No	Yes	Appropriate in length	Easy	6852
9266	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelorï¿½s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification	Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos	Udemy;edX	3	2	Developer, full-stack	2 to 9 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Brazil	""BRL	Brazilian real""	5500	Monthly	Bash/Shell;HTML/CSS;Java;JavaScript;SQL;TypeScript	Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript	PostgreSQL	MongoDB;PostgreSQL	AWS;Heroku	AWS	Angular	Angular;Node.js	Spring	Spring	Docker;npm	Docker;npm	IntelliJ;Notepad++;Visual Studio Code	IntelliJ;Notepad++;Visual Studio Code	Windows	Windows	Git	Command-line			Jira Work Management	NA	Microsoft Teams	NA	Favorable	Stack Overflow	A few times per month or weekly	Yes	Less than once per month or monthly	Neutral	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	2	Agree	Disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Never	1-2 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Somewhat long	Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	No	No	Appropriate in length	Easy	13716
9269	I am a developer by profession	Employed, full-time	Fully remote	Freelance/contract work	Masterï¿½s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum	NA	11	10	Developer, back-end;Developer, mobile;DevOps specialist;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.)	2 to 9 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Brazil	""BRL	Brazilian real""	144000	Yearly	Ruby	Ruby	MongoDB;MySQL;PostgreSQL;Redis	Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis	AWS	AWS	Next.js;React.js;Ruby on Rails	Next.js;React.js;Ruby on Rails	NA	NA	Homebrew;npm;Terraform;Yarn	Homebrew;Kubernetes;npm;Terraform;Yarn	Android Studio;Sublime Text;Visual Studio Code;Xcode	Android Studio;Sublime Text;Visual Studio Code;Xcode	Linux-based;macOS	macOS	Git	Command-line			Notion	Notion	Slack	Slack	Favorable	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	People manager	11	Strongly agree	Strongly agree	Agree	Agree	Agree	Disagree	Strongly agree	Never	1-2 times a week	Never	30-60 minutes a day	30-60 minutes a day	Somewhat long	Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Too long	Easy	29914
9299	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Full in-person	School or academic work	Associate degree (A.A., A.S., etc.)	School (i.e., University, College, etc)	NA	NA	4	Less than 1 year	Other (please specify):	1,000 to 4,999 employees	I have little or no influence	Start a free trial;Research companies that have advertised on sites I visit	Brazil	""BRL	Brazilian real""	NA	Monthly	HTML/CSS;PHP;SQL	Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript	MariaDB;MySQL	MariaDB;MySQL;PostgreSQL	NA	NA	Laravel	React.js	NA	NA	Docker;npm	Docker;npm	Android Studio;Visual Studio Code	Android Studio;Visual Studio Code	Windows	Windows	Git	Command-line			Trello	Trello	NA	NA	Indifferent	Collectives on Stack Overflow	Less than once per month or monthly	Yes	I have never participated in Q&A on Stack Overflow	No, not really	25-34 years old	Woman	No	Straight / Heterosexual	Prefer not to say	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Appropriate in length	Neither easy nor difficult	NA
9304	I am not primarily a developer, but I write code sometimes as part of my work	Independent contractor, freelancer, or self-employed	Fully remote	Hobby	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum);Colleague	Technical documentation;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos	NA	6	5	Developer, full-stack;Developer, mobile;Engineering manager;Senior Executive (C-Suite, VP, etc.)	2 to 9 employees	I have a great deal of influence	Start a free trial;Read ratings or reviews on third party sites like G2Crowd	Brazil	""BRL	Brazilian real""	900	Monthly	C;HTML/CSS;JavaScript;TypeScript	Kotlin;Python;R;TypeScript	DynamoDB;MongoDB	MongoDB;Redis	AWS	AWS;Google Cloud	Angular;Express;jQuery;Node.js;React.js	Express;Next.js;Node.js;React.js	Ionic;React Native	NumPy;Pandas;React Native	Docker;Homebrew;npm	Docker;Kubernetes;Terraform	Android Studio;Atom;Nano;Visual Studio Code	Visual Studio Code;Xcode	Linux-based	Linux-based	Git	Code editor;Command-line			Trello	Stack Overflow for Teams	Slack	NA	Favorable	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Neutral	18-24 years old	Man	No	NA	South American	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)	Yes	People manager	5	Disagree	Strongly disagree	Disagree	Agree	Agree	Strongly agree	Agree	Never	1-2 times a week	Never	60-120 minutes a day	30-60 minutes a day	Somewhat long	Continuous integration (CI) and (more often) continuous delivery	Yes	Yes	No	Appropriate in length	Easy	2244
"
